EventID,Coincidence,HitTop,HitMiddle,HitBottom,Decay,DecayTime_ns
0,SINGLE,1,0,0,False,-1
1,NONE,0,0,0,False,-1
2,NONE,0,0,0,False,-1
3,NONE,0,0,0,False,-1
4,SINGLE,0,0,1,False,-1
5,NONE,0,0,0,False,-1
6,NONE,0,0,0,False,-1
7,DOUBLE,1,1,0,True,840.607
8,NONE,0,0,0,False,-1
9,NONE,0,0,0,False,-1
10,NONE,0,0,0,False,-1
11,NONE,0,0,0,False,-1
12,NONE,0,0,0,False,-1
13,NONE,0,0,0,False,-1
14,SINGLE,0,0,1,False,-1
15,SINGLE,0,0,1,False,-1
16,NONE,0,0,0,False,-1
17,NONE,0,0,0,False,-1
18,DOUBLE,1,1,0,False,-1
19,NONE,0,0,0,False,-1
20,NONE,0,0,0,False,-1
21,NONE,0,0,0,False,-1
22,NONE,0,0,0,False,-1
23,NONE,0,0,0,False,-1
24,NONE,0,0,0,False,-1
25,NONE,0,0,0,False,-1
26,NONE,0,0,0,False,-1
27,NONE,0,0,0,False,-1
28,NONE,0,0,0,False,-1
29,NONE,0,0,0,False,-1
30,NONE,0,0,0,False,-1
31,DOUBLE,1,1,0,False,-1
32,NONE,0,0,0,False,-1
33,NONE,0,0,0,False,-1
34,NONE,0,0,0,False,-1
35,NONE,0,0,0,False,-1
36,NONE,0,0,0,False,-1
37,NONE,0,0,0,False,-1
38,SINGLE,1,0,0,False,-1
39,NONE,0,0,0,False,-1
40,NONE,0,0,0,False,-1
41,NONE,0,0,0,False,-1
42,NONE,0,0,0,False,-1
43,NONE,0,0,0,False,-1
44,DOUBLE,1,1,0,False,-1
45,NONE,0,0,0,False,-1
46,DOUBLE,1,1,0,False,-1
47,NONE,0,0,0,False,-1
48,NONE,0,0,0,False,-1
49,NONE,0,0,0,False,-1
50,DOUBLE,1,1,0,False,-1
51,NONE,0,0,0,False,-1
52,NONE,0,0,0,False,-1
53,DOUBLE,1,1,0,False,-1
54,NONE,0,0,0,False,-1
55,NONE,0,0,0,False,-1
56,NONE,0,0,0,False,-1
57,NONE,0,0,0,False,-1
58,NONE,0,0,0,False,-1
59,NONE,0,0,0,False,-1
60,NONE,0,0,0,False,-1
61,NONE,0,0,0,False,-1
62,SINGLE,1,0,0,False,-1
63,DOUBLE,1,1,0,False,-1
64,DOUBLE,1,1,0,False,-1
65,SINGLE,0,0,1,False,-1
66,NONE,0,0,0,False,-1
67,NONE,0,0,0,False,-1
68,NONE,0,0,0,False,-1
69,NONE,0,0,0,False,-1
70,DOUBLE,1,1,0,False,-1
71,NONE,0,0,0,False,-1
72,NONE,0,0,0,False,-1
73,NONE,0,0,0,False,-1
74,SINGLE,0,0,1,False,-1
75,DOUBLE,1,1,0,False,-1
76,NONE,0,0,0,False,-1
77,NONE,0,0,0,False,-1
78,SINGLE,0,0,1,False,-1
79,NONE,0,0,0,False,-1
80,DOUBLE,1,1,0,False,-1
81,NONE,0,0,0,False,-1
82,NONE,0,0,0,False,-1
83,SINGLE,1,0,0,False,-1
84,NONE,0,0,0,False,-1
85,DOUBLE,1,1,0,False,-1
86,DOUBLE,1,1,0,False,-1
87,DOUBLE,1,1,0,False,-1
88,NONE,0,0,0,False,-1
89,SINGLE,1,0,0,False,-1
90,SINGLE,1,0,0,False,-1
91,DOUBLE,1,1,0,False,-1
92,SINGLE,1,0,0,False,-1
93,NONE,0,0,0,False,-1
94,NONE,0,0,0,False,-1
95,NONE,0,0,0,False,-1
96,DOUBLE,1,1,0,False,-1
97,NONE,0,0,0,False,-1
98,NONE,0,0,0,False,-1
99,SINGLE,0,1,0,False,-1
100,NONE,0,0,0,False,-1
101,NONE,0,0,0,False,-1
102,NONE,0,0,0,False,-1
103,NONE,0,0,0,False,-1
104,NONE,0,0,0,False,-1
105,DOUBLE,1,1,0,False,-1
106,NONE,0,0,0,False,-1
107,NONE,0,0,0,False,-1
108,NONE,0,0,0,False,-1
109,DOUBLE,1,0,1,False,-1
110,NONE,0,0,0,False,-1
111,DOUBLE,1,1,0,False,-1
112,DOUBLE,1,1,0,False,-1
113,NONE,0,0,0,False,-1
114,DOUBLE,1,1,0,False,-1
115,NONE,0,0,0,False,-1
116,NONE,0,0,0,False,-1
117,NONE,0,0,0,False,-1
118,NONE,0,0,0,False,-1
119,NONE,0,0,0,False,-1
120,NONE,0,0,0,False,-1
121,SINGLE,0,1,0,False,-1
122,DOUBLE,1,1,0,False,-1
123,NONE,0,0,0,False,-1
124,NONE,0,0,0,False,-1
125,NONE,0,0,0,False,-1
126,NONE,0,0,0,False,-1
127,NONE,0,0,0,False,-1
128,NONE,0,0,0,False,-1
129,NONE,0,0,0,False,-1
130,NONE,0,0,0,False,-1
131,SINGLE,0,0,1,False,-1
132,NONE,0,0,0,False,-1
133,SINGLE,0,0,1,False,-1
134,NONE,0,0,0,False,-1
135,DOUBLE,1,1,0,False,-1
136,SINGLE,1,0,0,False,-1
137,NONE,0,0,0,False,-1
138,NONE,0,0,0,False,-1
139,NONE,0,0,0,False,-1
140,DOUBLE,1,1,0,False,-1
141,NONE,0,0,0,False,-1
142,NONE,0,0,0,False,-1
143,DOUBLE,1,1,0,False,-1
144,SINGLE,0,0,1,False,-1
145,SINGLE,0,0,1,False,-1
146,NONE,0,0,0,False,-1
147,NONE,0,0,0,False,-1
148,NONE,0,0,0,False,-1
149,NONE,0,0,0,False,-1
150,NONE,0,0,0,False,-1
151,NONE,0,0,0,False,-1
152,NONE,0,0,0,False,-1
153,DOUBLE,1,1,0,False,-1
154,NONE,0,0,0,False,-1
155,NONE,0,0,0,False,-1
156,NONE,0,0,0,False,-1
157,NONE,0,0,0,False,-1
158,DOUBLE,1,1,0,False,-1
159,DOUBLE,1,1,0,False,-1
160,SINGLE,0,0,1,False,-1
161,NONE,0,0,0,False,-1
162,NONE,0,0,0,False,-1
163,NONE,0,0,0,False,-1
164,NONE,0,0,0,False,-1
165,NONE,0,0,0,False,-1
166,NONE,0,0,0,False,-1
167,DOUBLE,1,1,0,False,-1
168,SINGLE,0,0,1,False,-1
169,DOUBLE,1,1,0,True,467.317
170,NONE,0,0,0,False,-1
171,NONE,0,0,0,False,-1
172,NONE,0,0,0,False,-1
173,NONE,0,0,0,False,-1
174,NONE,0,0,0,False,-1
175,NONE,0,0,0,False,-1
176,SINGLE,0,0,1,False,-1
177,NONE,0,0,0,False,-1
178,SINGLE,0,0,1,False,-1
179,DOUBLE,1,1,0,False,-1
180,NONE,0,0,0,False,-1
181,DOUBLE,1,1,0,False,-1
182,NONE,0,0,0,False,-1
183,NONE,0,0,0,False,-1
184,NONE,0,0,0,False,-1
185,SINGLE,1,0,0,False,-1
186,SINGLE,0,0,1,False,-1
187,NONE,0,0,0,False,-1
188,SINGLE,0,0,1,False,-1
189,NONE,0,0,0,False,-1
190,NONE,0,0,0,False,-1
191,DOUBLE,1,1,0,False,-1
192,NONE,0,0,0,False,-1
193,DOUBLE,1,1,0,False,-1
194,NONE,0,0,0,False,-1
195,NONE,0,0,0,False,-1
196,DOUBLE,1,1,0,False,-1
197,DOUBLE,1,1,0,False,-1
198,NONE,0,0,0,False,-1
199,NONE,0,0,0,False,-1
200,NONE,0,0,0,False,-1
201,DOUBLE,1,1,0,False,-1
202,NONE,0,0,0,False,-1
203,NONE,0,0,0,False,-1
204,NONE,0,0,0,False,-1
205,NONE,0,0,0,False,-1
206,DOUBLE,1,1,0,False,-1
207,DOUBLE,1,1,0,False,-1
208,NONE,0,0,0,False,-1
209,SINGLE,0,0,1,False,-1
210,NONE,0,0,0,False,-1
211,NONE,0,0,0,False,-1
212,NONE,0,0,0,False,-1
213,NONE,0,0,0,False,-1
214,NONE,0,0,0,False,-1
215,NONE,0,0,0,False,-1
216,NONE,0,0,0,False,-1
217,NONE,0,0,0,False,-1
218,SINGLE,0,0,1,False,-1
219,NONE,0,0,0,False,-1
220,SINGLE,1,0,0,False,-1
221,NONE,0,0,0,False,-1
222,DOUBLE,1,1,0,False,-1
223,NONE,0,0,0,False,-1
224,NONE,0,0,0,False,-1
225,NONE,0,0,0,False,-1
226,NONE,0,0,0,False,-1
227,NONE,0,0,0,False,-1
228,SINGLE,0,0,1,False,-1
229,NONE,0,0,0,False,-1
230,DOUBLE,1,1,0,False,-1
231,NONE,0,0,0,False,-1
232,NONE,0,0,0,False,-1
233,NONE,0,0,0,False,-1
234,NONE,0,0,0,False,-1
235,NONE,0,0,0,False,-1
236,NONE,0,0,0,False,-1
237,NONE,0,0,0,False,-1
238,DOUBLE,1,1,0,False,-1
239,NONE,0,0,0,False,-1
240,NONE,0,0,0,False,-1
241,NONE,0,0,0,False,-1
242,NONE,0,0,0,False,-1
243,NONE,0,0,0,False,-1
244,DOUBLE,1,1,0,False,-1
245,NONE,0,0,0,False,-1
246,DOUBLE,1,1,0,False,-1
247,NONE,0,0,0,False,-1
248,NONE,0,0,0,False,-1
249,DOUBLE,1,1,0,False,-1
250,DOUBLE,1,1,0,False,-1
251,NONE,0,0,0,False,-1
252,NONE,0,0,0,False,-1
253,NONE,0,0,0,False,-1
254,NONE,0,0,0,False,-1
255,NONE,0,0,0,False,-1
256,NONE,0,0,0,False,-1
257,SINGLE,0,0,1,False,-1
258,NONE,0,0,0,False,-1
259,NONE,0,0,0,False,-1
260,NONE,0,0,0,False,-1
261,DOUBLE,1,1,0,False,-1
262,SINGLE,0,0,1,False,-1
263,NONE,0,0,0,False,-1
264,NONE,0,0,0,False,-1
265,NONE,0,0,0,False,-1
266,DOUBLE,1,1,0,False,-1
267,NONE,0,0,0,False,-1
268,SINGLE,1,0,0,False,-1
269,NONE,0,0,0,False,-1
270,NONE,0,0,0,False,-1
271,DOUBLE,1,1,0,False,-1
272,SINGLE,0,0,1,False,-1
273,NONE,0,0,0,False,-1
274,NONE,0,0,0,False,-1
275,NONE,0,0,0,False,-1
276,NONE,0,0,0,False,-1
277,DOUBLE,1,1,0,False,-1
278,NONE,0,0,0,False,-1
279,NONE,0,0,0,False,-1
280,NONE,0,0,0,False,-1
281,NONE,0,0,0,False,-1
282,NONE,0,0,0,False,-1
283,NONE,0,0,0,False,-1
284,DOUBLE,1,1,0,False,-1
285,NONE,0,0,0,False,-1
286,NONE,0,0,0,False,-1
287,NONE,0,0,0,False,-1
288,DOUBLE,1,1,0,False,-1
289,NONE,0,0,0,False,-1
290,NONE,0,0,0,False,-1
291,NONE,0,0,0,False,-1
292,NONE,0,0,0,False,-1
293,NONE,0,0,0,False,-1
294,NONE,0,0,0,False,-1
295,NONE,0,0,0,False,-1
296,NONE,0,0,0,False,-1
297,NONE,0,0,0,False,-1
298,NONE,0,0,0,False,-1
299,NONE,0,0,0,False,-1
300,NONE,0,0,0,False,-1
301,NONE,0,0,0,False,-1
302,NONE,0,0,0,False,-1
303,NONE,0,0,0,False,-1
304,NONE,0,0,0,False,-1
305,NONE,0,0,0,False,-1
306,NONE,0,0,0,False,-1
307,DOUBLE,1,0,1,False,-1
308,NONE,0,0,0,False,-1
309,NONE,0,0,0,False,-1
310,NONE,0,0,0,False,-1
311,NONE,0,0,0,False,-1
312,DOUBLE,1,1,0,False,-1
313,NONE,0,0,0,False,-1
314,NONE,0,0,0,False,-1
315,NONE,0,0,0,False,-1
316,NONE,0,0,0,False,-1
317,DOUBLE,1,1,0,False,-1
318,NONE,0,0,0,False,-1
319,NONE,0,0,0,False,-1
320,NONE,0,0,0,False,-1
321,NONE,0,0,0,False,-1
322,NONE,0,0,0,False,-1
323,NONE,0,0,0,False,-1
324,NONE,0,0,0,False,-1
325,DOUBLE,1,1,0,False,-1
326,NONE,0,0,0,False,-1
327,DOUBLE,1,1,0,False,-1
328,NONE,0,0,0,False,-1
329,NONE,0,0,0,False,-1
330,NONE,0,0,0,False,-1
331,DOUBLE,1,1,0,False,-1
332,NONE,0,0,0,False,-1
333,DOUBLE,1,1,0,False,-1
334,DOUBLE,1,1,0,False,-1
335,NONE,0,0,0,False,-1
336,NONE,0,0,0,False,-1
337,DOUBLE,1,1,0,False,-1
338,NONE,0,0,0,False,-1
339,NONE,0,0,0,False,-1
340,DOUBLE,1,1,0,False,-1
341,SINGLE,0,1,0,False,-1
342,NONE,0,0,0,False,-1
343,NONE,0,0,0,False,-1
344,NONE,0,0,0,False,-1
345,DOUBLE,1,1,0,False,-1
346,NONE,0,0,0,False,-1
347,SINGLE,0,0,1,False,-1
348,NONE,0,0,0,False,-1
349,NONE,0,0,0,False,-1
350,SINGLE,0,0,1,False,-1
351,SINGLE,0,0,1,False,-1
352,NONE,0,0,0,False,-1
353,SINGLE,0,0,1,False,-1
354,NONE,0,0,0,False,-1
355,SINGLE,1,0,0,False,-1
356,NONE,0,0,0,False,-1
357,NONE,0,0,0,False,-1
358,NONE,0,0,0,False,-1
359,NONE,0,0,0,False,-1
360,SINGLE,0,1,0,False,-1
361,NONE,0,0,0,False,-1
362,DOUBLE,1,1,0,False,-1
363,NONE,0,0,0,False,-1
364,SINGLE,1,0,0,False,-1
365,SINGLE,0,0,1,False,-1
366,DOUBLE,1,1,0,False,-1
367,NONE,0,0,0,False,-1
368,NONE,0,0,0,False,-1
369,NONE,0,0,0,False,-1
370,NONE,0,0,0,False,-1
371,SINGLE,1,0,0,False,-1
372,NONE,0,0,0,False,-1
373,NONE,0,0,0,False,-1
374,NONE,0,0,0,False,-1
375,SINGLE,1,0,0,False,-1
376,NONE,0,0,0,False,-1
377,SINGLE,0,1,0,False,-1
378,DOUBLE,1,1,0,False,-1
379,DOUBLE,1,1,0,False,-1
380,DOUBLE,1,1,0,False,-1
381,NONE,0,0,0,False,-1
382,SINGLE,0,0,1,False,-1
383,SINGLE,1,0,0,False,-1
384,NONE,0,0,0,False,-1
385,SINGLE,1,0,0,False,-1
386,NONE,0,0,0,False,-1
387,NONE,0,0,0,False,-1
388,NONE,0,0,0,False,-1
389,SINGLE,0,0,1,False,-1
390,NONE,0,0,0,False,-1
391,NONE,0,0,0,False,-1
392,SINGLE,1,0,0,False,-1
393,NONE,0,0,0,False,-1
394,NONE,0,0,0,False,-1
395,DOUBLE,1,1,0,True,4918.27
396,NONE,0,0,0,False,-1
397,SINGLE,0,0,1,False,-1
398,SINGLE,0,0,1,False,-1
399,SINGLE,0,1,0,False,-1
400,NONE,0,0,0,False,-1
401,NONE,0,0,0,False,-1
402,NONE,0,0,0,False,-1
403,SINGLE,0,0,1,False,-1
404,DOUBLE,1,1,0,False,-1
405,NONE,0,0,0,False,-1
406,SINGLE,0,1,0,False,-1
407,SINGLE,0,1,0,False,-1
408,NONE,0,0,0,False,-1
409,SINGLE,0,1,0,False,-1
410,NONE,0,0,0,False,-1
411,NONE,0,0,0,False,-1
412,SINGLE,0,0,1,False,-1
413,SINGLE,1,0,0,False,-1
414,NONE,0,0,0,False,-1
415,NONE,0,0,0,False,-1
416,SINGLE,0,1,0,False,-1
417,NONE,0,0,0,False,-1
418,NONE,0,0,0,False,-1
419,DOUBLE,1,1,0,False,-1
420,NONE,0,0,0,False,-1
421,NONE,0,0,0,False,-1
422,NONE,0,0,0,False,-1
423,SINGLE,0,0,1,False,-1
424,NONE,0,0,0,False,-1
425,SINGLE,0,0,1,False,-1
426,NONE,0,0,0,False,-1
427,NONE,0,0,0,False,-1
428,NONE,0,0,0,False,-1
429,NONE,0,0,0,False,-1
430,NONE,0,0,0,False,-1
431,NONE,0,0,0,False,-1
432,SINGLE,1,0,0,False,-1
433,NONE,0,0,0,False,-1
434,NONE,0,0,0,False,-1
435,NONE,0,0,0,False,-1
436,NONE,0,0,0,False,-1
437,NONE,0,0,0,False,-1
438,SINGLE,1,0,0,False,-1
439,NONE,0,0,0,False,-1
440,SINGLE,0,0,1,False,-1
441,DOUBLE,1,1,0,False,-1
442,DOUBLE,1,1,0,False,-1
443,DOUBLE,1,1,0,False,-1
444,NONE,0,0,0,False,-1
445,DOUBLE,1,1,0,False,-1
446,DOUBLE,1,1,0,False,-1
447,NONE,0,0,0,False,-1
448,NONE,0,0,0,False,-1
449,SINGLE,0,1,0,False,-1
450,NONE,0,0,0,False,-1
451,NONE,0,0,0,False,-1
452,NONE,0,0,0,False,-1
453,DOUBLE,1,1,0,False,-1
454,DOUBLE,1,1,0,False,-1
455,NONE,0,0,0,False,-1
456,SINGLE,1,0,0,False,-1
457,NONE,0,0,0,False,-1
458,NONE,0,0,0,False,-1
459,NONE,0,0,0,False,-1
460,NONE,0,0,0,False,-1
461,NONE,0,0,0,False,-1
462,NONE,0,0,0,False,-1
463,NONE,0,0,0,False,-1
464,NONE,0,0,0,False,-1
465,SINGLE,0,1,0,False,-1
466,DOUBLE,1,1,0,False,-1
467,NONE,0,0,0,False,-1
468,SINGLE,0,1,0,False,-1
469,DOUBLE,1,1,0,False,-1
470,NONE,0,0,0,False,-1
471,SINGLE,1,0,0,False,-1
472,NONE,0,0,0,False,-1
473,NONE,0,0,0,False,-1
474,DOUBLE,1,1,0,False,-1
475,NONE,0,0,0,False,-1
476,NONE,0,0,0,False,-1
477,NONE,0,0,0,False,-1
478,NONE,0,0,0,False,-1
479,NONE,0,0,0,False,-1
480,SINGLE,0,0,1,False,-1
481,NONE,0,0,0,False,-1
482,NONE,0,0,0,False,-1
483,NONE,0,0,0,False,-1
484,NONE,0,0,0,False,-1
485,DOUBLE,1,1,0,False,-1
486,NONE,0,0,0,False,-1
487,DOUBLE,1,1,0,False,-1
488,NONE,0,0,0,False,-1
489,NONE,0,0,0,False,-1
490,NONE,0,0,0,False,-1
491,NONE,0,0,0,False,-1
492,NONE,0,0,0,False,-1
493,NONE,0,0,0,False,-1
494,NONE,0,0,0,False,-1
495,NONE,0,0,0,False,-1
496,NONE,0,0,0,False,-1
497,NONE,0,0,0,False,-1
498,NONE,0,0,0,False,-1
499,SINGLE,0,0,1,False,-1
500,SINGLE,1,0,0,False,-1
501,NONE,0,0,0,False,-1
502,DOUBLE,1,1,0,False,-1
503,NONE,0,0,0,False,-1
504,NONE,0,0,0,False,-1
505,NONE,0,0,0,False,-1
506,NONE,0,0,0,False,-1
507,DOUBLE,1,1,0,False,-1
508,NONE,0,0,0,False,-1
509,NONE,0,0,0,False,-1
510,NONE,0,0,0,False,-1
511,SINGLE,0,1,0,False,-1
512,DOUBLE,1,1,0,False,-1
513,NONE,0,0,0,False,-1
514,DOUBLE,1,1,0,False,-1
515,SINGLE,0,0,1,False,-1
516,NONE,0,0,0,False,-1
517,NONE,0,0,0,False,-1
518,NONE,0,0,0,False,-1
519,DOUBLE,1,1,0,False,-1
520,NONE,0,0,0,False,-1
521,NONE,0,0,0,False,-1
522,NONE,0,0,0,False,-1
523,DOUBLE,1,1,0,False,-1
524,DOUBLE,1,1,0,False,-1
525,SINGLE,0,1,0,False,-1
526,NONE,0,0,0,False,-1
527,NONE,0,0,0,False,-1
528,NONE,0,0,0,False,-1
529,DOUBLE,1,1,0,False,-1
530,NONE,0,0,0,False,-1
531,SINGLE,0,1,0,False,-1
532,NONE,0,0,0,False,-1
533,NONE,0,0,0,False,-1
534,NONE,0,0,0,False,-1
535,NONE,0,0,0,False,-1
536,NONE,0,0,0,False,-1
537,NONE,0,0,0,False,-1
538,NONE,0,0,0,False,-1
539,NONE,0,0,0,False,-1
540,NONE,0,0,0,False,-1
541,NONE,0,0,0,False,-1
542,NONE,0,0,0,False,-1
543,NONE,0,0,0,False,-1
544,NONE,0,0,0,False,-1
545,NONE,0,0,0,False,-1
546,NONE,0,0,0,False,-1
547,NONE,0,0,0,False,-1
548,NONE,0,0,0,False,-1
549,DOUBLE,1,1,0,False,-1
550,NONE,0,0,0,False,-1
551,NONE,0,0,0,False,-1
552,NONE,0,0,0,False,-1
553,NONE,0,0,0,False,-1
554,NONE,0,0,0,False,-1
555,NONE,0,0,0,False,-1
556,NONE,0,0,0,False,-1
557,NONE,0,0,0,False,-1
558,DOUBLE,1,1,0,False,-1
559,NONE,0,0,0,False,-1
560,NONE,0,0,0,False,-1
561,NONE,0,0,0,False,-1
562,NONE,0,0,0,False,-1
563,DOUBLE,1,1,0,False,-1
564,DOUBLE,1,1,0,False,-1
565,DOUBLE,1,1,0,False,-1
566,NONE,0,0,0,False,-1
567,DOUBLE,1,1,0,False,-1
568,SINGLE,0,0,1,False,-1
569,NONE,0,0,0,False,-1
570,NONE,0,0,0,False,-1
571,DOUBLE,1,1,0,False,-1
572,NONE,0,0,0,False,-1
573,NONE,0,0,0,False,-1
574,NONE,0,0,0,False,-1
575,NONE,0,0,0,False,-1
576,NONE,0,0,0,False,-1
577,NONE,0,0,0,False,-1
578,SINGLE,0,1,0,False,-1
579,NONE,0,0,0,False,-1
580,NONE,0,0,0,False,-1
581,NONE,0,0,0,False,-1
582,DOUBLE,1,1,0,False,-1
583,NONE,0,0,0,False,-1
584,NONE,0,0,0,False,-1
585,NONE,0,0,0,False,-1
586,NONE,0,0,0,False,-1
